Income_level,Single_no_children,Married_no_children,Single_one_child,Married_one_child,Single_two_children,Married_two_children,Single_three_children,Married_three_children
411,31.4415,31.4415,139.74,139.74,164.4,164.4,184.95,184.95
412,31.518,31.518,140.08,140.08,164.8,164.8,185.4,185.4
413,31.5945,31.5945,140.42,140.42,165.2,165.2,185.85,185.85
414,31.671,31.671,140.76,140.76,165.6,165.6,186.3,186.3
415,31.7475,31.7475,141.1,141.1,166,166,186.75,186.75
416,31.824,31.824,141.44,141.44,166.4,166.4,187.2,187.2
417,31.9005,31.9005,141.78,141.78,166.8,166.8,187.65,187.65
418,31.977,31.977,142.12,142.12,167.2,167.2,188.1,188.1
419,32.0535,32.0535,142.46,142.46,167.6,167.6,188.55,188.55
420,32.13,32.13,142.8,142.8,168,168,189,189
421,32.2065,32.2065,143.14,143.14,168.4,168.4,189.45,189.45
422,32.283,32.283,143.48,143.48,168.8,168.8,189.9,189.9
423,32.3595,32.3595,143.82,143.82,169.2,169.2,190.35,190.35
424,32.436,32.436,144.16,144.16,169.6,169.6,190.8,190.8
425,32.5125,32.5125,144.5,144.5,170,170,191.25,191.25
426,32.589,32.589,144.84,144.84,170.4,170.4,191.7,191.7
427,32.6655,32.6655,145.18,145.18,170.8,170.8,192.15,192.15
428,32.742,32.742,145.52,145.52,171.2,171.2,192.6,192.6
429,32.8185,32.8185,145.86,145.86,171.6,171.6,193.05,193.05
430,32.895,32.895,146.2,146.2,172,172,193.5,193.5
431,32.9715,32.9715,146.54,146.54,172.4,172.4,193.95,193.95
432,33.048,33.048,146.88,146.88,172.8,172.8,194.4,194.4
433,33.1245,33.1245,147.22,147.22,173.2,173.2,194.85,194.85
434,33.201,33.201,147.56,147.56,173.6,173.6,195.3,195.3
435,33.2775,33.2775,147.9,147.9,174,174,195.75,195.75
436,33.354,33.354,148.24,148.24,174.4,174.4,196.2,196.2
437,33.4305,33.4305,148.58,148.58,174.8,174.8,196.65,196.65
438,33.507,33.507,148.92,148.92,175.2,175.2,197.1,197.1
439,33.5835,33.5835,149.26,149.26,175.6,175.6,197.55,197.55
440,33.66,33.66,149.6,149.6,176,176,198,198
441,33.7365,33.7365,149.94,149.94,176.4,176.4,198.45,198.45
442,33.813,33.813,150.28,150.28,176.8,176.8,198.9,198.9
443,33.8895,33.8895,150.62,150.62,177.2,177.2,199.35,199.35
444,33.966,33.966,150.96,150.96,177.6,177.6,199.8,199.8
445,34.0425,34.0425,151.3,151.3,178,178,200.25,200.25
446,34.119,34.119,151.64,151.64,178.4,178.4,200.7,200.7
447,34.1955,34.1955,151.98,151.98,178.8,178.8,201.15,201.15
448,34.272,34.272,152.32,152.32,179.2,179.2,201.6,201.6
449,34.3485,34.3485,152.66,152.66,179.6,179.6,202.05,202.05
450,34.425,34.425,153,153,180,180,202.5,202.5
451,34.5015,34.5015,153.34,153.34,180.4,180.4,202.95,202.95
452,34.578,34.578,153.68,153.68,180.8,180.8,203.4,203.4
453,34.6545,34.6545,154.02,154.02,181.2,181.2,203.85,203.85
454,34.731,34.731,154.36,154.36,181.6,181.6,204.3,204.3
455,34.8075,34.8075,154.7,154.7,182,182,204.75,204.75
456,34.884,34.884,155.04,155.04,182.4,182.4,205.2,205.2
457,34.9605,34.9605,155.38,155.38,182.8,182.8,205.65,205.65
458,35.037,35.037,155.72,155.72,183.2,183.2,206.1,206.1
459,35.1135,35.1135,156.06,156.06,183.6,183.6,206.55,206.55
460,35.19,35.19,156.4,156.4,184,184,207,207
461,35.2665,35.2665,156.74,156.74,184.4,184.4,207.45,207.45
462,35.343,35.343,157.08,157.08,184.8,184.8,207.9,207.9
463,35.4195,35.4195,157.42,157.42,185.2,185.2,208.35,208.35
464,35.496,35.496,157.76,157.76,185.6,185.6,208.8,208.8
465,35.5725,35.5725,158.1,158.1,186,186,209.25,209.25
466,35.649,35.649,158.44,158.44,186.4,186.4,209.7,209.7
467,35.7255,35.7255,158.78,158.78,186.8,186.8,210.15,210.15
468,35.802,35.802,159.12,159.12,187.2,187.2,210.6,210.6
469,35.8785,35.8785,159.46,159.46,187.6,187.6,211.05,211.05
470,35.955,35.955,159.8,159.8,188,188,211.5,211.5
471,36.0315,36.0315,160.14,160.14,188.4,188.4,211.95,211.95
472,36.108,36.108,160.48,160.48,188.8,188.8,212.4,212.4
473,36.1845,36.1845,160.82,160.82,189.2,189.2,212.85,212.85
474,36.261,36.261,161.16,161.16,189.6,189.6,213.3,213.3
475,36.3375,36.3375,161.5,161.5,190,190,213.75,213.75
476,36.414,36.414,161.84,161.84,190.4,190.4,214.2,214.2
477,36.4905,36.4905,162.18,162.18,190.8,190.8,214.65,214.65
478,36.567,36.567,162.52,162.52,191.2,191.2,215.1,215.1
479,36.6435,36.6435,162.86,162.86,191.6,191.6,215.55,215.55
480,36.72,36.72,163.2,163.2,192,192,216,216
481,36.7965,36.7965,163.54,163.54,192.4,192.4,216.45,216.45
482,36.873,36.873,163.88,163.88,192.8,192.8,216.9,216.9
483,36.9495,36.9495,164.22,164.22,193.2,193.2,217.35,217.35
484,37.026,37.026,164.56,164.56,193.6,193.6,217.8,217.8
485,37.1025,37.1025,164.9,164.9,194,194,218.25,218.25
486,37.179,37.179,165.24,165.24,194.4,194.4,218.7,218.7
487,37.2555,37.2555,165.58,165.58,194.8,194.8,219.15,219.15
488,37.332,37.332,165.92,165.92,195.2,195.2,219.6,219.6
489,37.4085,37.4085,166.26,166.26,195.6,195.6,220.05,220.05
490,37.485,37.485,166.6,166.6,196,196,220.5,220.5
491,37.5615,37.5615,166.94,166.94,196.4,196.4,220.95,220.95
492,37.638,37.638,167.28,167.28,196.8,196.8,221.4,221.4
493,37.7145,37.7145,167.62,167.62,197.2,197.2,221.85,221.85
494,37.791,37.791,167.96,167.96,197.6,197.6,222.3,222.3
495,37.8675,37.8675,168.3,168.3,198,198,222.75,222.75
496,37.944,37.944,168.64,168.64,198.4,198.4,223.2,223.2
497,38.0205,38.0205,168.98,168.98,198.8,198.8,223.65,223.65
498,38.097,38.097,169.32,169.32,199.2,199.2,224.1,224.1
499,38.1735,38.1735,169.66,169.66,199.6,199.6,224.55,224.55
500,38.25,38.25,170,170,200,200,225,225
501,38.3265,38.3265,170.34,170.34,200.4,200.4,225.45,225.45
502,38.403,38.403,170.68,170.68,200.8,200.8,225.9,225.9
503,38.4795,38.4795,171.02,171.02,201.2,201.2,226.35,226.35
504,38.556,38.556,171.36,171.36,201.6,201.6,226.8,226.8
505,38.6325,38.6325,171.7,171.7,202,202,227.25,227.25
506,38.709,38.709,172.04,172.04,202.4,202.4,227.7,227.7
507,38.7855,38.7855,172.38,172.38,202.8,202.8,228.15,228.15
508,38.862,38.862,172.72,172.72,203.2,203.2,228.6,228.6
509,38.9385,38.9385,173.06,173.06,203.6,203.6,229.05,229.05
510,39.015,39.015,173.4,173.4,204,204,229.5,229.5
511,39.0915,39.0915,173.74,173.74,204.4,204.4,229.95,229.95
512,39.168,39.168,174.08,174.08,204.8,204.8,230.4,230.4
513,39.2445,39.2445,174.42,174.42,205.2,205.2,230.85,230.85
514,39.321,39.321,174.76,174.76,205.6,205.6,231.3,231.3
515,39.3975,39.3975,175.1,175.1,206,206,231.75,231.75
516,39.474,39.474,175.44,175.44,206.4,206.4,232.2,232.2
517,39.5505,39.5505,175.78,175.78,206.8,206.8,232.65,232.65
518,39.627,39.627,176.12,176.12,207.2,207.2,233.1,233.1
519,39.7035,39.7035,176.46,176.46,207.6,207.6,233.55,233.55
520,39.78,39.78,176.8,176.8,208,208,234,234
521,39.8565,39.8565,177.14,177.14,208.4,208.4,234.45,234.45
522,39.933,39.933,177.48,177.48,208.8,208.8,234.9,234.9
523,40.0095,40.0095,177.82,177.82,209.2,209.2,235.35,235.35
524,40.086,40.086,178.16,178.16,209.6,209.6,235.8,235.8
525,40.1625,40.1625,178.5,178.5,210,210,236.25,236.25
526,40.239,40.239,178.84,178.84,210.4,210.4,236.7,236.7
527,40.3155,40.3155,179.18,179.18,210.8,210.8,237.15,237.15
528,40.392,40.392,179.52,179.52,211.2,211.2,237.6,237.6
529,40.4685,40.4685,179.86,179.86,211.6,211.6,238.05,238.05
530,40.545,40.545,180.2,180.2,212,212,238.5,238.5
531,40.6215,40.6215,180.54,180.54,212.4,212.4,238.95,238.95
532,40.698,40.698,180.88,180.88,212.8,212.8,239.4,239.4
533,40.7745,40.7745,181.22,181.22,213.2,213.2,239.85,239.85
534,40.851,40.851,181.56,181.56,213.6,213.6,240.3,240.3
535,40.9275,40.9275,181.9,181.9,214,214,240.75,240.75
536,41.004,41.004,182.24,182.24,214.4,214.4,241.2,241.2
537,41.0805,41.0805,182.58,182.58,214.8,214.8,241.65,241.65
538,41.157,41.157,182.92,182.92,215.2,215.2,242.1,242.1
539,41.2335,41.2335,183.26,183.26,215.6,215.6,242.55,242.55
540,41.31,41.31,183.6,183.6,216,216,243,243
541,41.3865,41.3865,183.94,183.94,216.4,216.4,243.45,243.45
542,41.463,41.463,184.28,184.28,216.8,216.8,243.9,243.9
543,41.5395,41.5395,184.62,184.62,217.2,217.2,244.35,244.35
544,41.616,41.616,184.96,184.96,217.6,217.6,244.8,244.8
545,41.6925,41.6925,185.3,185.3,218,218,245.25,245.25
546,41.769,41.769,185.64,185.64,218.4,218.4,245.7,245.7
547,41.8455,41.8455,185.98,185.98,218.8,218.8,246.15,246.15
548,41.922,41.922,186.32,186.32,219.2,219.2,246.6,246.6
549,41.9985,41.9985,186.66,186.66,219.6,219.6,247.05,247.05
550,42.075,42.075,187,187,220,220,247.5,247.5
551,42.1515,42.1515,187.34,187.34,220.4,220.4,247.95,247.95
552,42.228,42.228,187.68,187.68,220.8,220.8,248.4,248.4
553,42.3045,42.3045,188.02,188.02,221.2,221.2,248.85,248.85
554,42.381,42.381,188.36,188.36,221.6,221.6,249.3,249.3
555,42.4575,42.4575,188.7,188.7,222,222,249.75,249.75
556,42.534,42.534,189.04,189.04,222.4,222.4,250.2,250.2
557,42.6105,42.6105,189.38,189.38,222.8,222.8,250.65,250.65
558,42.687,42.687,189.72,189.72,223.2,223.2,251.1,251.1
559,42.7635,42.7635,190.06,190.06,223.6,223.6,251.55,251.55
560,42.84,42.84,190.4,190.4,224,224,252,252
561,42.9165,42.9165,190.74,190.74,224.4,224.4,252.45,252.45
562,42.993,42.993,191.08,191.08,224.8,224.8,252.9,252.9
563,43.0695,43.0695,191.42,191.42,225.2,225.2,253.35,253.35
564,43.146,43.146,191.76,191.76,225.6,225.6,253.8,253.8
565,43.2225,43.2225,192.1,192.1,226,226,254.25,254.25
566,43.299,43.299,192.44,192.44,226.4,226.4,254.7,254.7
567,43.3755,43.3755,192.78,192.78,226.8,226.8,255.15,255.15
568,43.452,43.452,193.12,193.12,227.2,227.2,255.6,255.6
569,43.5285,43.5285,193.46,193.46,227.6,227.6,256.05,256.05
570,43.605,43.605,193.8,193.8,228,228,256.5,256.5
571,43.6815,43.6815,194.14,194.14,228.4,228.4,256.95,256.95
572,43.758,43.758,194.48,194.48,228.8,228.8,257.4,257.4
573,43.8345,43.8345,194.82,194.82,229.2,229.2,257.85,257.85
574,43.911,43.911,195.16,195.16,229.6,229.6,258.3,258.3
575,43.9875,43.9875,195.5,195.5,230,230,258.75,258.75
576,44.064,44.064,195.84,195.84,230.4,230.4,259.2,259.2
577,44.1405,44.1405,196.18,196.18,230.8,230.8,259.65,259.65
578,44.217,44.217,196.52,196.52,231.2,231.2,260.1,260.1
579,44.2935,44.2935,196.86,196.86,231.6,231.6,260.55,260.55
580,44.37,44.37,197.2,197.2,232,232,261,261
581,44.4465,44.4465,197.54,197.54,232.4,232.4,261.45,261.45
582,44.523,44.523,197.88,197.88,232.8,232.8,261.9,261.9
583,44.5995,44.5995,198.22,198.22,233.2,233.2,262.35,262.35
584,44.676,44.676,198.56,198.56,233.6,233.6,262.8,262.8
585,44.7525,44.7525,198.9,198.9,234,234,263.25,263.25
586,44.829,44.829,199.24,199.24,234.4,234.4,263.7,263.7
587,44.9055,44.9055,199.58,199.58,234.8,234.8,264.15,264.15
588,44.982,44.982,199.92,199.92,235.2,235.2,264.6,264.6
589,45.0585,45.0585,200.26,200.26,235.6,235.6,265.05,265.05
590,45.135,45.135,200.6,200.6,236,236,265.5,265.5
591,45.2115,45.2115,200.94,200.94,236.4,236.4,265.95,265.95
592,45.288,45.288,201.28,201.28,236.8,236.8,266.4,266.4
593,45.3645,45.3645,201.62,201.62,237.2,237.2,266.85,266.85
594,45.441,45.441,201.96,201.96,237.6,237.6,267.3,267.3
595,45.5175,45.5175,202.3,202.3,238,238,267.75,267.75
596,45.594,45.594,202.64,202.64,238.4,238.4,268.2,268.2
597,45.6705,45.6705,202.98,202.98,238.8,238.8,268.65,268.65
598,45.747,45.747,203.32,203.32,239.2,239.2,269.1,269.1
599,45.8235,45.8235,203.66,203.66,239.6,239.6,269.55,269.55
600,45.9,45.9,204,204,240,240,270,270
601,45.9765,45.9765,204.34,204.34,240.4,240.4,270.45,270.45
602,46.053,46.053,204.68,204.68,240.8,240.8,270.9,270.9
603,46.1295,46.1295,205.02,205.02,241.2,241.2,271.35,271.35
604,46.206,46.206,205.36,205.36,241.6,241.6,271.8,271.8
605,46.2825,46.2825,205.7,205.7,242,242,272.25,272.25
606,46.359,46.359,206.04,206.04,242.4,242.4,272.7,272.7
607,46.4355,46.4355,206.38,206.38,242.8,242.8,273.15,273.15
608,46.512,46.512,206.72,206.72,243.2,243.2,273.6,273.6
609,46.5885,46.5885,207.06,207.06,243.6,243.6,274.05,274.05
610,46.665,46.665,207.4,207.4,244,244,274.5,274.5
611,46.7415,46.7415,207.74,207.74,244.4,244.4,274.95,274.95
612,46.818,46.818,208.08,208.08,244.8,244.8,275.4,275.4
613,46.8945,46.8945,208.42,208.42,245.2,245.2,275.85,275.85
614,46.971,46.971,208.76,208.76,245.6,245.6,276.3,276.3
615,47.0475,47.0475,209.1,209.1,246,246,276.75,276.75
616,47.124,47.124,209.44,209.44,246.4,246.4,277.2,277.2
617,47.2005,47.2005,209.78,209.78,246.8,246.8,277.65,277.65
618,47.277,47.277,210.12,210.12,247.2,247.2,278.1,278.1
619,47.3535,47.3535,210.46,210.46,247.6,247.6,278.55,278.55
620,47.43,47.43,210.8,210.8,248,248,279,279
621,47.5065,47.5065,211.14,211.14,248.4,248.4,279.45,279.45
622,47.583,47.583,211.48,211.48,248.8,248.8,279.9,279.9
623,47.6595,47.6595,211.82,211.82,249.2,249.2,280.35,280.35
624,47.736,47.736,212.16,212.16,249.6,249.6,280.8,280.8
625,47.8125,47.8125,212.5,212.5,250,250,281.25,281.25
626,47.889,47.889,212.84,212.84,250.4,250.4,281.7,281.7
627,47.9655,47.9655,213.18,213.18,250.8,250.8,282.15,282.15
628,48.042,48.042,213.52,213.52,251.2,251.2,282.6,282.6
629,48.1185,48.1185,213.86,213.86,251.6,251.6,283.05,283.05
630,48.195,48.195,214.2,214.2,252,252,283.5,283.5
631,48.2715,48.2715,214.54,214.54,252.4,252.4,283.95,283.95
632,48.348,48.348,214.88,214.88,252.8,252.8,284.4,284.4
633,48.4245,48.4245,215.22,215.22,253.2,253.2,284.85,284.85
634,48.501,48.501,215.56,215.56,253.6,253.6,285.3,285.3
635,48.5775,48.5775,215.9,215.9,254,254,285.75,285.75
636,48.654,48.654,216.24,216.24,254.4,254.4,286.2,286.2
637,48.7305,48.7305,216.58,216.58,254.8,254.8,286.65,286.65
638,48.807,48.807,216.92,216.92,255.2,255.2,287.1,287.1
639,48.8835,48.8835,217.26,217.26,255.6,255.6,287.55,287.55
640,48.96,48.96,217.6,217.6,256,256,288,288
641,49.0365,49.0365,217.94,217.94,256.4,256.4,288.45,288.45
642,49.113,49.113,218.28,218.28,256.8,256.8,288.9,288.9
643,49.1895,49.1895,218.62,218.62,257.2,257.2,289.35,289.35
644,49.266,49.266,218.96,218.96,257.6,257.6,289.8,289.8
645,49.3425,49.3425,219.3,219.3,258,258,290.25,290.25
646,49.419,49.419,219.64,219.64,258.4,258.4,290.7,290.7
647,49.4955,49.4955,219.98,219.98,258.8,258.8,291.15,291.15
648,49.572,49.572,220.32,220.32,259.2,259.2,291.6,291.6
649,49.6485,49.6485,220.66,220.66,259.6,259.6,292.05,292.05
650,49.725,49.725,221,221,260,260,292.5,292.5
651,49.8015,49.8015,221.34,221.34,260.4,260.4,292.95,292.95
652,49.878,49.878,221.68,221.68,260.8,260.8,293.4,293.4
653,49.9545,49.9545,222.02,222.02,261.2,261.2,293.85,293.85
654,50.031,50.031,222.36,222.36,261.6,261.6,294.3,294.3
655,50.1075,50.1075,222.7,222.7,262,262,294.75,294.75
656,50.184,50.184,223.04,223.04,262.4,262.4,295.2,295.2
657,50.2605,50.2605,223.38,223.38,262.8,262.8,295.65,295.65
658,50.337,50.337,223.72,223.72,263.2,263.2,296.1,296.1
659,50.4135,50.4135,224.06,224.06,263.6,263.6,296.55,296.55
660,50.49,50.49,224.4,224.4,264,264,297,297
661,50.5665,50.5665,224.74,224.74,264.4,264.4,297.45,297.45
662,50.643,50.643,225.08,225.08,264.8,264.8,297.9,297.9
663,50.7195,50.7195,225.42,225.42,265.2,265.2,298.35,298.35
664,50.796,50.796,225.76,225.76,265.6,265.6,298.8,298.8
665,50.8725,50.8725,226.1,226.1,266,266,299.25,299.25
666,50.949,50.949,226.44,226.44,266.4,266.4,299.7,299.7
667,51.0255,51.0255,226.78,226.78,266.8,266.8,300.15,300.15
668,51.102,51.102,227.12,227.12,267.2,267.2,300.6,300.6
669,51.1785,51.1785,227.46,227.46,267.6,267.6,301.05,301.05
670,51.255,51.255,227.8,227.8,268,268,301.5,301.5
671,51.3315,51.3315,228.14,228.14,268.4,268.4,301.95,301.95
672,51.408,51.408,228.48,228.48,268.8,268.8,302.4,302.4
673,51.4845,51.4845,228.82,228.82,269.2,269.2,302.85,302.85
674,51.561,51.561,229.16,229.16,269.6,269.6,303.3,303.3
675,51.6375,51.6375,229.5,229.5,270,270,303.75,303.75
676,51.714,51.714,229.84,229.84,270.4,270.4,304.2,304.2
677,51.7905,51.7905,230.18,230.18,270.8,270.8,304.65,304.65
678,51.867,51.867,230.52,230.52,271.2,271.2,305.1,305.1
679,51.9435,51.9435,230.86,230.86,271.6,271.6,305.55,305.55
680,52.02,52.02,231.2,231.2,272,272,306,306
681,52.0965,52.0965,231.54,231.54,272.4,272.4,306.45,306.45
682,52.173,52.173,231.88,231.88,272.8,272.8,306.9,306.9
683,52.2495,52.2495,232.22,232.22,273.2,273.2,307.35,307.35
684,52.326,52.326,232.56,232.56,273.6,273.6,307.8,307.8
685,52.4025,52.4025,232.9,232.9,274,274,308.25,308.25
686,52.479,52.479,233.24,233.24,274.4,274.4,308.7,308.7
687,52.5555,52.5555,233.58,233.58,274.8,274.8,309.15,309.15
688,52.632,52.632,233.92,233.92,275.2,275.2,309.6,309.6
689,52.7085,52.7085,234.26,234.26,275.6,275.6,310.05,310.05
690,52.785,52.785,234.6,234.6,276,276,310.5,310.5
691,52.8615,52.8615,234.94,234.94,276.4,276.4,310.95,310.95
692,52.938,52.938,235.28,235.28,276.8,276.8,311.4,311.4
693,53.0145,53.0145,235.62,235.62,277.2,277.2,311.85,311.85
694,53.091,53.091,235.96,235.96,277.6,277.6,312.3,312.3
695,53.1675,53.1675,236.3,236.3,278,278,312.75,312.75
696,53.244,53.244,236.64,236.64,278.4,278.4,313.2,313.2
697,53.3205,53.3205,236.98,236.98,278.8,278.8,313.65,313.65
698,53.397,53.397,237.32,237.32,279.2,279.2,314.1,314.1
699,53.4735,53.4735,237.66,237.66,279.6,279.6,314.55,314.55
700,53.55,53.55,238,238,280,280,315,315
701,53.6265,53.6265,238.34,238.34,280.4,280.4,315.45,315.45
702,53.703,53.703,238.68,238.68,280.8,280.8,315.9,315.9
703,53.7795,53.7795,239.02,239.02,281.2,281.2,316.35,316.35
704,53.856,53.856,239.36,239.36,281.6,281.6,316.8,316.8
705,53.9325,53.9325,239.7,239.7,282,282,317.25,317.25
706,54.009,54.009,240.04,240.04,282.4,282.4,317.7,317.7
707,54.0855,54.0855,240.38,240.38,282.8,282.8,318.15,318.15
708,54.162,54.162,240.72,240.72,283.2,283.2,318.6,318.6
709,54.2385,54.2385,241.06,241.06,283.6,283.6,319.05,319.05
710,54.315,54.315,241.4,241.4,284,284,319.5,319.5
711,54.3915,54.3915,241.74,241.74,284.4,284.4,319.95,319.95
712,54.468,54.468,242.08,242.08,284.8,284.8,320.4,320.4
713,54.5445,54.5445,242.42,242.42,285.2,285.2,320.85,320.85
714,54.621,54.621,242.76,242.76,285.6,285.6,321.3,321.3
715,54.6975,54.6975,243.1,243.1,286,286,321.75,321.75
716,54.774,54.774,243.44,243.44,286.4,286.4,322.2,322.2
717,54.8505,54.8505,243.78,243.78,286.8,286.8,322.65,322.65
718,54.927,54.927,244.12,244.12,287.2,287.2,323.1,323.1
719,55.0035,55.0035,244.46,244.46,287.6,287.6,323.55,323.55
720,55.08,55.08,244.8,244.8,288,288,324,324
721,55.1565,55.1565,245.14,245.14,288.4,288.4,324.45,324.45
722,55.233,55.233,245.48,245.48,288.8,288.8,324.9,324.9
723,55.3095,55.3095,245.82,245.82,289.2,289.2,325.35,325.35
724,55.386,55.386,246.16,246.16,289.6,289.6,325.8,325.8
725,55.4625,55.4625,246.5,246.5,290,290,326.25,326.25
726,55.539,55.539,246.84,246.84,290.4,290.4,326.7,326.7
727,55.6155,55.6155,247.18,247.18,290.8,290.8,327.15,327.15
728,55.692,55.692,247.52,247.52,291.2,291.2,327.6,327.6
729,55.7685,55.7685,247.86,247.86,291.6,291.6,328.05,328.05
730,55.845,55.845,248.2,248.2,292,292,328.5,328.5
731,55.9215,55.9215,248.54,248.54,292.4,292.4,328.95,328.95
732,55.998,55.998,248.88,248.88,292.8,292.8,329.4,329.4
733,56.0745,56.0745,249.22,249.22,293.2,293.2,329.85,329.85
734,56.151,56.151,249.56,249.56,293.6,293.6,330.3,330.3
735,56.2275,56.2275,249.9,249.9,294,294,330.75,330.75
736,56.304,56.304,250.24,250.24,294.4,294.4,331.2,331.2
737,56.3805,56.3805,250.58,250.58,294.8,294.8,331.65,331.65
738,56.457,56.457,250.92,250.92,295.2,295.2,332.1,332.1
739,56.5335,56.5335,251.26,251.26,295.6,295.6,332.55,332.55
740,56.61,56.61,251.6,251.6,296,296,333,333
741,56.6865,56.6865,251.94,251.94,296.4,296.4,333.45,333.45
742,56.763,56.763,252.28,252.28,296.8,296.8,333.9,333.9
743,56.8395,56.8395,252.62,252.62,297.2,297.2,334.35,334.35
744,56.916,56.916,252.96,252.96,297.6,297.6,334.8,334.8
745,56.9925,56.9925,253.3,253.3,298,298,335.25,335.25
746,57.069,57.069,253.64,253.64,298.4,298.4,335.7,335.7
747,57.1455,57.1455,253.98,253.98,298.8,298.8,336.15,336.15
748,57.222,57.222,254.32,254.32,299.2,299.2,336.6,336.6
749,57.2985,57.2985,254.66,254.66,299.6,299.6,337.05,337.05
750,57.375,57.375,255,255,300,300,337.5,337.5
751,57.4515,57.4515,255.34,255.34,300.4,300.4,337.95,337.95
752,57.528,57.528,255.68,255.68,300.8,300.8,338.4,338.4
753,57.6045,57.6045,256.02,256.02,301.2,301.2,338.85,338.85
754,57.681,57.681,256.36,256.36,301.6,301.6,339.3,339.3
755,57.7575,57.7575,256.7,256.7,302,302,339.75,339.75
756,57.834,57.834,257.04,257.04,302.4,302.4,340.2,340.2
757,57.9105,57.9105,257.38,257.38,302.8,302.8,340.65,340.65
758,57.987,57.987,257.72,257.72,303.2,303.2,341.1,341.1
759,58.0635,58.0635,258.06,258.06,303.6,303.6,341.55,341.55
760,58.14,58.14,258.4,258.4,304,304,342,342
761,58.2165,58.2165,258.74,258.74,304.4,304.4,342.45,342.45
762,58.293,58.293,259.08,259.08,304.8,304.8,342.9,342.9
763,58.3695,58.3695,259.42,259.42,305.2,305.2,343.35,343.35
764,58.446,58.446,259.76,259.76,305.6,305.6,343.8,343.8
765,58.5225,58.5225,260.1,260.1,306,306,344.25,344.25
766,58.599,58.599,260.44,260.44,306.4,306.4,344.7,344.7
767,58.6755,58.6755,260.78,260.78,306.8,306.8,345.15,345.15
768,58.752,58.752,261.12,261.12,307.2,307.2,345.6,345.6
769,58.8285,58.8285,261.46,261.46,307.6,307.6,346.05,346.05
770,58.905,58.905,261.8,261.8,308,308,346.5,346.5
771,58.9815,58.9815,262.14,262.14,308.4,308.4,346.95,346.95
772,59.058,59.058,262.48,262.48,308.8,308.8,347.4,347.4
773,59.1345,59.1345,262.82,262.82,309.2,309.2,347.85,347.85
774,59.211,59.211,263.16,263.16,309.6,309.6,348.3,348.3
775,59.2875,59.2875,263.5,263.5,310,310,348.75,348.75
776,59.364,59.364,263.84,263.84,310.4,310.4,349.2,349.2
777,59.4405,59.4405,264.18,264.18,310.8,310.8,349.65,349.65
778,59.517,59.517,264.52,264.52,311.2,311.2,350.1,350.1
779,59.5935,59.5935,264.86,264.86,311.6,311.6,350.55,350.55
780,59.67,59.67,265.2,265.2,312,312,351,351
781,59.7465,59.7465,265.54,265.54,312.4,312.4,351.45,351.45
782,59.823,59.823,265.88,265.88,312.8,312.8,351.9,351.9
783,59.8995,59.8995,266.22,266.22,313.2,313.2,352.35,352.35
784,59.976,59.976,266.56,266.56,313.6,313.6,352.8,352.8
785,60.0525,60.0525,266.9,266.9,314,314,353.25,353.25
786,60.129,60.129,267.24,267.24,314.4,314.4,353.7,353.7
787,60.2055,60.2055,267.58,267.58,314.8,314.8,354.15,354.15
788,60.282,60.282,267.92,267.92,315.2,315.2,354.6,354.6
789,60.3585,60.3585,268.26,268.26,315.6,315.6,355.05,355.05
790,60.435,60.435,268.6,268.6,316,316,355.5,355.5
791,60.5115,60.5115,268.94,268.94,316.4,316.4,355.95,355.95
792,60.588,60.588,269.28,269.28,316.8,316.8,356.4,356.4
793,60.6645,60.6645,269.62,269.62,317.2,317.2,356.85,356.85
794,60.741,60.741,269.96,269.96,317.6,317.6,357.3,357.3
795,60.8175,60.8175,270.3,270.3,318,318,357.75,357.75
796,60.894,60.894,270.64,270.64,318.4,318.4,358.2,358.2
797,60.9705,60.9705,270.98,270.98,318.8,318.8,358.65,358.65
798,61.047,61.047,271.32,271.32,319.2,319.2,359.1,359.1
799,61.1235,61.1235,271.66,271.66,319.6,319.6,359.55,359.55
800,61.2,61.2,272,272,320,320,360,360
801,61.2765,61.2765,272.34,272.34,320.4,320.4,360.45,360.45
802,61.353,61.353,272.68,272.68,320.8,320.8,360.9,360.9
803,61.4295,61.4295,273.02,273.02,321.2,321.2,361.35,361.35
804,61.506,61.506,273.36,273.36,321.6,321.6,361.8,361.8
805,61.5825,61.5825,273.7,273.7,322,322,362.25,362.25
806,61.659,61.659,274.04,274.04,322.4,322.4,362.7,362.7
807,61.7355,61.7355,274.38,274.38,322.8,322.8,363.15,363.15
808,61.812,61.812,274.72,274.72,323.2,323.2,363.6,363.6
809,61.8885,61.8885,275.06,275.06,323.6,323.6,364.05,364.05
810,61.965,61.965,275.4,275.4,324,324,364.5,364.5
811,62.0415,62.0415,275.74,275.74,324.4,324.4,364.95,364.95
812,62.118,62.118,276.08,276.08,324.8,324.8,365.4,365.4
813,62.1945,62.1945,276.42,276.42,325.2,325.2,365.85,365.85
814,62.271,62.271,276.76,276.76,325.6,325.6,366.3,366.3
815,62.3475,62.3475,277.1,277.1,326,326,366.75,366.75
816,62.424,62.424,277.44,277.44,326.4,326.4,367.2,367.2
817,62.5005,62.5005,277.78,277.78,326.8,326.8,367.65,367.65
818,62.577,62.577,278.12,278.12,327.2,327.2,368.1,368.1
819,62.6535,62.6535,278.46,278.46,327.6,327.6,368.55,368.55
820,62.73,62.73,278.8,278.8,328,328,369,369
